29 43
4 16
0
0
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	35	35	35	35	35	35	35	35	35	35	35	35	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	35	35	35	35	35	35	35	35	35	35	35	35	35	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	35	35	35	35	0	35	35	35	35	35	35	35	35	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	35	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	0	24	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	24	24	24	24	24	24	24	24	24	24	24	24	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	34	34	34	34	34	34	34	34	34	34	34	34	34	34	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
