40 64
30 56
1
1
0 0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	31	31	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	24	24	24	24	24	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	30	30	30	30	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	30	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	30	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	31	31	31	31	31	31	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	24	24	24	24	24	24	24	24	24	24	24	30	1	1	1
